

  0%|▎                                                                                  | 1/250 [00:08<36:51,  8.88s/it, loss_test=1.003]
Epoch: 00, Training Loss: 0.7845, Test Loss: 1.0035

  1%|▋                                                                                  | 2/250 [00:17<36:45,  8.89s/it, loss_test=0.644]


  2%|█▎                                                                                 | 4/250 [00:35<36:01,  8.79s/it, loss_test=0.583]

  2%|█▋                                                                                 | 5/250 [00:44<35:49,  8.77s/it, loss_test=0.574]
Epoch: 04, Training Loss: 0.5637, Test Loss: 0.5739


  3%|██▎                                                                                | 7/250 [01:01<35:28,  8.76s/it, loss_test=0.564]
Epoch: 06, Training Loss: 0.5540, Test Loss: 0.5638


  4%|██▉                                                                                | 9/250 [01:19<36:06,  8.99s/it, loss_test=0.558]
Epoch: 08, Training Loss: 0.5479, Test Loss: 0.5581


  4%|███▌                                                                              | 11/250 [01:37<35:35,  8.93s/it, loss_test=0.554]
Epoch: 10, Training Loss: 0.5436, Test Loss: 0.5545


  5%|████▎                                                                             | 13/250 [01:55<34:52,  8.83s/it, loss_test=0.552]

  6%|████▌                                                                             | 14/250 [02:04<34:44,  8.83s/it, loss_test=0.551]

  6%|████▉                                                                             | 15/250 [02:13<34:49,  8.89s/it, loss_test=0.550]

  6%|█████▏                                                                            | 16/250 [02:22<34:51,  8.94s/it, loss_test=0.549]
Epoch: 15, Training Loss: 0.5365, Test Loss: 0.5493


  7%|█████▉                                                                            | 18/250 [02:39<34:20,  8.88s/it, loss_test=0.548]
Epoch: 17, Training Loss: 0.5344, Test Loss: 0.5479


  8%|██████▌                                                                           | 20/250 [02:57<33:49,  8.82s/it, loss_test=0.546]

  8%|██████▉                                                                           | 21/250 [03:06<33:55,  8.89s/it, loss_test=0.547]

  9%|███████▏                                                                          | 22/250 [03:15<34:08,  8.99s/it, loss_test=0.546]
Epoch: 21, Training Loss: 0.5309, Test Loss: 0.5460


 10%|███████▊                                                                          | 24/250 [03:33<33:50,  8.98s/it, loss_test=0.545]

 10%|████████▏                                                                         | 25/250 [03:42<33:27,  8.92s/it, loss_test=0.545]

 10%|████████▌                                                                         | 26/250 [03:51<33:24,  8.95s/it, loss_test=0.545]

 11%|████████▊                                                                         | 27/250 [03:59<32:58,  8.87s/it, loss_test=0.544]
Epoch: 26, Training Loss: 0.5274, Test Loss: 0.5442


 12%|█████████▌                                                                        | 29/250 [04:17<32:51,  8.92s/it, loss_test=0.544]
Epoch: 28, Training Loss: 0.5263, Test Loss: 0.5441


 12%|██████████▏                                                                       | 31/250 [04:35<32:29,  8.90s/it, loss_test=0.544]
Epoch: 30, Training Loss: 0.5252, Test Loss: 0.5445


 13%|██████████▊                                                                       | 33/250 [04:53<32:31,  8.99s/it, loss_test=0.544]
Epoch: 32, Training Loss: 0.5242, Test Loss: 0.5443


 14%|███████████▍                                                                      | 35/250 [05:11<31:46,  8.87s/it, loss_test=0.544]

 14%|███████████▊                                                                      | 36/250 [05:20<31:51,  8.93s/it, loss_test=0.545]

 15%|████████████▏                                                                     | 37/250 [05:29<32:04,  9.04s/it, loss_test=0.544]
Epoch: 36, Training Loss: 0.5223, Test Loss: 0.5439


 16%|████████████▊                                                                     | 39/250 [05:47<31:09,  8.86s/it, loss_test=0.544]

 16%|█████████████                                                                     | 40/250 [05:56<31:05,  8.88s/it, loss_test=0.544]
Epoch: 39, Training Loss: 0.5209, Test Loss: 0.5445


 17%|█████████████▊                                                                    | 42/250 [06:14<31:07,  8.98s/it, loss_test=0.545]

 17%|██████████████                                                                    | 43/250 [06:23<31:29,  9.13s/it, loss_test=0.545]
Epoch: 42, Training Loss: 0.5195, Test Loss: 0.5446


 18%|██████████████▊                                                                   | 45/250 [06:42<31:16,  9.15s/it, loss_test=0.546]
Epoch: 44, Training Loss: 0.5186, Test Loss: 0.5459


 19%|███████████████▍                                                                  | 47/250 [07:00<30:55,  9.14s/it, loss_test=0.545]

 19%|███████████████▋                                                                  | 48/250 [07:09<30:55,  9.18s/it, loss_test=0.546]
Epoch: 47, Training Loss: 0.5173, Test Loss: 0.5464


 20%|████████████████▍                                                                 | 50/250 [07:28<30:41,  9.21s/it, loss_test=0.547]
Epoch: 49, Training Loss: 0.5163, Test Loss: 0.5469


 21%|█████████████████                                                                 | 52/250 [07:46<30:11,  9.15s/it, loss_test=0.547]
Epoch: 51, Training Loss: 0.5155, Test Loss: 0.5468


 22%|█████████████████▋                                                                | 54/250 [08:04<29:44,  9.10s/it, loss_test=0.549]

 22%|██████████████████                                                                | 55/250 [08:13<29:37,  9.11s/it, loss_test=0.548]

 22%|██████████████████▎                                                               | 56/250 [08:22<29:19,  9.07s/it, loss_test=0.550]
Epoch: 55, Training Loss: 0.5135, Test Loss: 0.5497


 23%|███████████████████                                                               | 58/250 [08:40<28:56,  9.04s/it, loss_test=0.550]
Epoch: 57, Training Loss: 0.5127, Test Loss: 0.5504


 24%|███████████████████▋                                                              | 60/250 [08:58<28:40,  9.05s/it, loss_test=0.551]

 24%|████████████████████                                                              | 61/250 [09:07<28:38,  9.09s/it, loss_test=0.551]

 25%|████████████████████▎                                                             | 62/250 [09:16<28:29,  9.09s/it, loss_test=0.552]

 25%|████████████████████▋                                                             | 63/250 [09:25<28:25,  9.12s/it, loss_test=0.551]
Epoch: 62, Training Loss: 0.5103, Test Loss: 0.5506


 26%|█████████████████████▎                                                            | 65/250 [09:43<27:55,  9.06s/it, loss_test=0.552]
Epoch: 64, Training Loss: 0.5093, Test Loss: 0.5519


 27%|█████████████████████▉                                                            | 67/250 [10:01<27:31,  9.03s/it, loss_test=0.554]

 27%|██████████████████████▎                                                           | 68/250 [10:10<27:12,  8.97s/it, loss_test=0.554]

 28%|██████████████████████▋                                                           | 69/250 [10:19<26:52,  8.91s/it, loss_test=0.554]

 28%|██████████████████████▉                                                           | 70/250 [10:28<26:38,  8.88s/it, loss_test=0.555]
Epoch: 69, Training Loss: 0.5068, Test Loss: 0.5549


 29%|███████████████████████▌                                                          | 72/250 [10:46<26:25,  8.90s/it, loss_test=0.557]
Epoch: 71, Training Loss: 0.5059, Test Loss: 0.5574


 30%|████████████████████████▎                                                         | 74/250 [11:03<26:00,  8.86s/it, loss_test=0.557]
Epoch: 73, Training Loss: 0.5048, Test Loss: 0.5566


 30%|████████████████████████▉                                                         | 76/250 [11:21<25:49,  8.90s/it, loss_test=0.557]

 31%|█████████████████████████▎                                                        | 77/250 [11:30<25:43,  8.92s/it, loss_test=0.559]

 31%|█████████████████████████▌                                                        | 78/250 [11:39<25:26,  8.87s/it, loss_test=0.560]

 32%|█████████████████████████▉                                                        | 79/250 [11:48<25:07,  8.81s/it, loss_test=0.560]
Epoch: 78, Training Loss: 0.5021, Test Loss: 0.5604


 32%|██████████████████████████▌                                                       | 81/250 [12:05<24:47,  8.80s/it, loss_test=0.562]

 33%|██████████████████████████▉                                                       | 82/250 [12:14<24:28,  8.74s/it, loss_test=0.563]
Epoch: 81, Training Loss: 0.5005, Test Loss: 0.5626


 34%|███████████████████████████▌                                                      | 84/250 [12:32<24:23,  8.81s/it, loss_test=0.564]
Epoch: 83, Training Loss: 0.4995, Test Loss: 0.5638


 34%|████████████████████████████▏                                                     | 86/250 [12:50<24:08,  8.83s/it, loss_test=0.567]
Epoch: 85, Training Loss: 0.4985, Test Loss: 0.5666


 35%|████████████████████████████▊                                                     | 88/250 [13:08<24:09,  8.95s/it, loss_test=0.568]
Epoch: 87, Training Loss: 0.4974, Test Loss: 0.5682


 36%|█████████████████████████████▌                                                    | 90/250 [13:26<24:18,  9.11s/it, loss_test=0.567]
Epoch: 89, Training Loss: 0.4963, Test Loss: 0.5665


 37%|██████████████████████████████▏                                                   | 92/250 [13:44<23:40,  8.99s/it, loss_test=0.568]

 37%|██████████████████████████████▌                                                   | 93/250 [13:53<23:20,  8.92s/it, loss_test=0.569]

 38%|██████████████████████████████▊                                                   | 94/250 [14:01<23:09,  8.91s/it, loss_test=0.570]

 38%|███████████████████████████████▏                                                  | 95/250 [14:10<23:04,  8.93s/it, loss_test=0.573]
Epoch: 94, Training Loss: 0.4937, Test Loss: 0.5729


 39%|███████████████████████████████▊                                                  | 97/250 [14:28<22:47,  8.94s/it, loss_test=0.572]
Epoch: 96, Training Loss: 0.4927, Test Loss: 0.5723


 40%|████████████████████████████████▍                                                 | 99/250 [14:46<22:27,  8.92s/it, loss_test=0.572]
Epoch: 98, Training Loss: 0.4916, Test Loss: 0.5716


 40%|████████████████████████████████▋                                                | 101/250 [15:04<22:05,  8.90s/it, loss_test=0.573]

 41%|█████████████████████████████████                                                | 102/250 [15:13<21:55,  8.89s/it, loss_test=0.577]

 41%|█████████████████████████████████▎                                               | 103/250 [15:22<21:51,  8.92s/it, loss_test=0.574]

 42%|█████████████████████████████████▋                                               | 104/250 [15:31<21:46,  8.95s/it, loss_test=0.575]

 42%|██████████████████████████████████                                               | 105/250 [15:40<21:47,  9.02s/it, loss_test=0.577]

 42%|██████████████████████████████████▎                                              | 106/250 [15:49<21:22,  8.91s/it, loss_test=0.579]

 43%|██████████████████████████████████▋                                              | 107/250 [15:57<21:10,  8.88s/it, loss_test=0.577]

 43%|██████████████████████████████████▉                                              | 108/250 [16:06<21:06,  8.92s/it, loss_test=0.578]
Epoch: 107, Training Loss: 0.4871, Test Loss: 0.5781


 44%|███████████████████████████████████▋                                             | 110/250 [16:24<20:33,  8.81s/it, loss_test=0.581]

 44%|███████████████████████████████████▉                                             | 111/250 [16:32<20:17,  8.76s/it, loss_test=0.582]

 45%|████████████████████████████████████▎                                            | 112/250 [16:41<20:16,  8.82s/it, loss_test=0.582]
Epoch: 111, Training Loss: 0.4850, Test Loss: 0.5821


 46%|████████████████████████████████████▉                                            | 114/250 [17:00<20:33,  9.07s/it, loss_test=0.582]
Epoch: 113, Training Loss: 0.4841, Test Loss: 0.5817


 46%|█████████████████████████████████████▌                                           | 116/250 [17:18<20:18,  9.09s/it, loss_test=0.584]

 47%|█████████████████████████████████████▉                                           | 117/250 [17:28<20:20,  9.18s/it, loss_test=0.585]

 47%|██████████████████████████████████████▏                                          | 118/250 [17:37<20:05,  9.13s/it, loss_test=0.585]

 48%|██████████████████████████████████████▌                                          | 119/250 [17:46<20:01,  9.17s/it, loss_test=0.586]

 48%|██████████████████████████████████████▉                                          | 120/250 [17:55<19:42,  9.09s/it, loss_test=0.585]

 48%|███████████████████████████████████████▏                                         | 121/250 [18:04<19:45,  9.19s/it, loss_test=0.585]

 49%|███████████████████████████████████████▌                                         | 122/250 [18:14<19:50,  9.30s/it, loss_test=0.586]
Epoch: 121, Training Loss: 0.4803, Test Loss: 0.5857


 50%|████████████████████████████████████████▏                                        | 124/250 [18:33<19:33,  9.32s/it, loss_test=0.591]

 50%|████████████████████████████████████████▌                                        | 125/250 [18:42<19:13,  9.22s/it, loss_test=0.591]

 50%|████████████████████████████████████████▊                                        | 126/250 [18:50<18:52,  9.13s/it, loss_test=0.589]

 51%|█████████████████████████████████████████▏                                       | 127/250 [19:00<18:59,  9.26s/it, loss_test=0.590]
Epoch: 126, Training Loss: 0.4781, Test Loss: 0.5899


 52%|█████████████████████████████████████████▊                                       | 129/250 [19:18<18:34,  9.21s/it, loss_test=0.592]
Epoch: 128, Training Loss: 0.4771, Test Loss: 0.5919


 52%|██████████████████████████████████████████▍                                      | 131/250 [19:36<18:03,  9.11s/it, loss_test=0.593]
Epoch: 130, Training Loss: 0.4761, Test Loss: 0.5933


 53%|███████████████████████████████████████████                                      | 133/250 [19:55<17:47,  9.13s/it, loss_test=0.595]

 54%|███████████████████████████████████████████▍                                     | 134/250 [20:04<17:36,  9.10s/it, loss_test=0.595]

