

  0%|▎                                                                                  | 1/250 [00:05<21:35,  5.20s/it, loss_test=1.006]
Epoch: 00, Training Loss: 0.8925, Test Loss: 1.0063


  1%|▉                                                                                  | 3/250 [00:15<21:36,  5.25s/it, loss_test=0.548]
Epoch: 02, Training Loss: 0.5101, Test Loss: 0.5477


  2%|█▋                                                                                 | 5/250 [00:26<21:19,  5.22s/it, loss_test=0.450]

  2%|█▉                                                                                 | 6/250 [00:31<21:07,  5.20s/it, loss_test=0.426]
Epoch: 05, Training Loss: 0.4142, Test Loss: 0.4264


  3%|██▋                                                                                | 8/250 [00:41<21:02,  5.22s/it, loss_test=0.397]
Epoch: 07, Training Loss: 0.3879, Test Loss: 0.3967

  4%|██▉                                                                                | 9/250 [00:47<21:01,  5.23s/it, loss_test=0.386]


  4%|███▌                                                                              | 11/250 [00:57<20:53,  5.25s/it, loss_test=0.371]
Epoch: 10, Training Loss: 0.3644, Test Loss: 0.3710


  5%|████▎                                                                             | 13/250 [01:07<20:34,  5.21s/it, loss_test=0.360]
Epoch: 12, Training Loss: 0.3538, Test Loss: 0.3599

  6%|████▌                                                                             | 14/250 [01:13<20:37,  5.24s/it, loss_test=0.356]


  6%|█████▏                                                                            | 16/250 [01:23<20:20,  5.22s/it, loss_test=0.348]
Epoch: 15, Training Loss: 0.3426, Test Loss: 0.3480


  7%|█████▉                                                                            | 18/250 [01:33<20:10,  5.22s/it, loss_test=0.343]
Epoch: 17, Training Loss: 0.3372, Test Loss: 0.3425

  8%|██████▏                                                                           | 19/250 [01:39<20:00,  5.20s/it, loss_test=0.340]


  8%|██████▉                                                                           | 21/250 [01:49<20:03,  5.26s/it, loss_test=0.336]
Epoch: 20, Training Loss: 0.3313, Test Loss: 0.3362


  9%|███████▌                                                                          | 23/250 [02:00<19:42,  5.21s/it, loss_test=0.333]

 10%|███████▊                                                                          | 24/250 [02:05<19:46,  5.25s/it, loss_test=0.332]
Epoch: 23, Training Loss: 0.3272, Test Loss: 0.3323


 10%|████████▌                                                                         | 26/250 [02:16<19:47,  5.30s/it, loss_test=0.330]

 11%|████████▊                                                                         | 27/250 [02:21<19:41,  5.30s/it, loss_test=0.329]
Epoch: 26, Training Loss: 0.3244, Test Loss: 0.3293


 12%|█████████▌                                                                        | 29/250 [02:31<19:23,  5.27s/it, loss_test=0.328]
Epoch: 28, Training Loss: 0.3230, Test Loss: 0.3282

